"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu"
225,"Construction","Light_Truck","Suburban",30,16,26,"21–30",0.829590852488764,0,0,NA,0,0.116474555689422,8820
226,"Logistics","Delivery_Truck","Suburban",17,14,33,"31–40",0.697780158836395,0,0,NA,0,0.135885708131799,13650
227,"Retail","Light_Truck","Suburban",32,6,22,"21–30",0.918076604953967,0,0,NA,0,0.100804811223946,6300
228,"Retail","Cargo_Van","Urban",19,5,44,"41–50",0.532246653921902,0,0,NA,0,0.087022327916231,8400
229,"Professional","Cargo_Van","Urban",46,35,45,"41–50",0.94354175508488,0,0,NA,0,0.134737762626121,7560
230,"Healthcare","Cargo_Van","Urban",17,38,36,"31–40",0.66098610078916,0,0,NA,0,0.0954794422589941,9240
231,"Retail","Light_Truck","Urban",34,15,21,"21–30",0.525774412788451,0,0,NA,0,0.0880146367007867,7560
232,"Logistics","Cargo_Van","Rural",41,19,62,"61–70",0.528958694543689,1,4439.09235598597,4439.09235598597,8392.1342096766,0.0679077172055189,8400
233,"Retail","Box_Truck","Urban",14,23,35,"31–40",0.777457434800453,0,0,NA,0,0.169796703760419,12600
234,"Construction","Light_Truck","Rural",37,29,64,"61–70",0.670933522516862,1,12624.6149042223,12624.6149042223,18816.491471262,0.0697858084775463,7056
235,"Logistics","Light_Truck","Suburban",32,35,66,"61–70",0.533610886195675,0,0,NA,0,0.0820266654259991,9450
236,"Logistics","Delivery_Truck","Urban",42,18,41,"41–50",0.698237985488959,0,0,NA,0,0.251617040450801,16380
237,"Construction","Light_Truck","Rural",20,34,66,"61–70",0.903377421665937,0,0,NA,0,0.0813852719178842,7056
238,"Professional","Cargo_Van","Suburban",13,32,60,"51–60",0.840012370492332,0,0,NA,0,0.0605648919124971,6300
239,"Construction","Cargo_Van","Suburban",18,20,32,"31–40",0.58834270585794,0,0,NA,0,0.0826033159024548,9800
240,"Professional","Light_Truck","Urban",5,37,61,"61–70",0.939524066983722,0,0,NA,0,0.0843457731134637,6804
241,"Retail","Cargo_Van","Urban",6,8,32,"31–40",0.581633416702971,0,0,NA,0,0.0837552120052278,8400
242,"Professional","Light_Truck","Rural",14,30,40,"31–40",0.757120139198378,0,0,NA,0,0.0347245580641944,4536
243,"Construction","Cargo_Van","Urban",21,32,37,"31–40",0.521189564140514,0,0,NA,0,0.112811481158214,11760
244,"Retail","Light_Truck","Urban",35,14,58,"51–60",0.712202409282327,0,0,NA,0,0.120184156566393,7560
245,"Logistics","Cargo_Van","Urban",11,34,22,"21–30",0.79029956983868,1,39723.7935414337,39723.7935414337,50264.2226536228,0.167622538762784,12600
246,"Professional","Delivery_Truck","Rural",1,23,66,"61–70",0.896498252172023,0,0,NA,0,0.0519673141836557,6552
247,"Logistics","Cargo_Van","Suburban",38,16,68,"61–70",0.872627017088234,1,3665.57250913406,3665.57250913406,4200.6177179401,0.156374761462212,10500
248,"Healthcare","Delivery_Truck","Urban",27,33,59,"51–60",0.732687116949819,0,0,NA,0,0.150446309158891,12012
249,"Healthcare","Light_Truck","Urban",29,13,28,"21–30",0.870676257763989,0,0,NA,0,0.125886726728806,8316
250,"Professional","Light_Truck","Rural",10,34,21,"21–30",0.586773018003441,0,0,NA,0,0.0258766900939518,4536
251,"Logistics","Cargo_Van","Suburban",39,33,35,"31–40",0.664508023764938,0,0,NA,0,0.120010149091948,10500
252,"Construction","Delivery_Truck","Suburban",7,20,22,"21–30",0.80749986867886,0,0,NA,0,0.132373453472526,12740
253,"Retail","Light_Truck","Rural",18,3,22,"21–30",0.669074686360545,0,0,NA,0,0.0455238416599715,5040
254,"Logistics","Cargo_Van","Suburban",26,29,28,"21–30",0.648809580365196,0,0,NA,0,0.105366675851308,10500
255,"Retail","Light_Truck","Urban",9,3,46,"41–50",0.894114504219033,0,0,NA,0,0.119498403488874,7560
256,"Professional","Light_Truck","Suburban",39,1,35,"31–40",0.709266036748886,0,0,NA,0,0.057642050806582,5670
257,"Construction","Cargo_Van","Rural",31,25,55,"51–60",0.726138084079139,0,0,NA,0,0.079955064437954,7840
258,"Logistics","Light_Truck","Suburban",21,5,54,"51–60",0.622661092202179,0,0,NA,0,0.0870853803553968,9450
259,"Retail","Cargo_Van","Urban",13,19,63,"61–70",0.605696181883104,0,0,NA,0,0.0935800601009396,8400
260,"Healthcare","Light_Truck","Urban",2,21,51,"51–60",0.704687178949825,0,0,NA,0,0.0787699328630115,8316
261,"Healthcare","Light_Truck","Urban",11,3,57,"51–60",0.590356626431458,0,0,NA,0,0.0724456134125363,8316
262,"Healthcare","Delivery_Truck","Urban",1,34,21,"21–30",0.593184261932038,0,0,NA,0,0.0947344925518561,12012
263,"Professional","Light_Truck","Urban",16,14,36,"31–40",0.938077193801291,0,0,NA,0,0.0939671925030754,6804
264,"Healthcare","Cargo_Van","Urban",32,9,54,"51–60",0.607637654524297,0,0,NA,0,0.100077921700152,9240
265,"Retail","Light_Truck","Urban",34,4,33,"31–40",0.768201986327767,1,3791.17856432943,3791.17856432943,4935.13246750686,0.128597012511268,7560
266,"Retail","Light_Truck","Suburban",21,7,49,"41–50",0.908722910913639,0,0,NA,0,0.0907814188002725,6300
267,"Logistics","Light_Truck","Urban",43,4,26,"21–30",0.999767101136968,0,0,NA,0,0.2513114562128,11340
268,"Logistics","Light_Truck","Suburban",12,27,66,"61–70",0.989670771523379,0,0,NA,0,0.127192487556185,9450
269,"Construction","Cargo_Van","Urban",34,23,42,"41–50",0.574698218726553,0,0,NA,0,0.138962029288081,11760
270,"Retail","Light_Truck","Urban",34,39,70,"61–70",0.961220531840809,0,0,NA,0,0.160908317030151,7560
271,"Healthcare","Delivery_Truck","Urban",25,32,50,"41–50",0.952600546646863,0,0,NA,0,0.192258605327003,12012
272,"Construction","Cargo_Van","Urban",9,19,46,"41–50",0.643413539743051,0,0,NA,0,0.124210983847396,11760
273,"Construction","Box_Truck","Suburban",43,40,65,"61–70",0.727639894350432,0,0,NA,0,0.176132512826466,14700
274,"Construction","Box_Truck","Rural",33,10,37,"31–40",0.975024056853727,1,10593.1866846322,10593.1866846322,10864.5387877043,0.152788219757093,11760
275,"Professional","Light_Truck","Suburban",16,32,39,"31–40",0.68170389928855,0,0,NA,0,0.0455241863944894,5670
276,"Professional","Cargo_Van","Suburban",44,38,35,"31–40",0.945463111391291,0,0,NA,0,0.0886844398485031,6300
277,"Healthcare","Light_Truck","Suburban",49,5,49,"41–50",0.990216789301485,0,0,NA,0,0.111488508307454,6930
278,"Retail","Delivery_Truck","Urban",10,27,64,"61–70",0.740287674940191,0,0,NA,0,0.144356096613337,10920
279,"Construction","Cargo_Van","Urban",36,26,59,"51–60",0.729027603170834,0,0,NA,0,0.179122082099074,11760
280,"Retail","Box_Truck","Urban",39,37,59,"51–60",0.777094039367512,1,4331.75781791625,4331.75781791625,5574.30323547705,0.210514775264659,12600
281,"Professional","Cargo_Van","Suburban",48,24,62,"61–70",0.522659077891149,0,0,NA,0,0.0504888669242849,6300
282,"Construction","Box_Truck","Urban",43,15,55,"51–60",0.546487960848026,0,0,NA,0,0.19842431370431,17640
283,"Logistics","Light_Truck","Rural",40,23,37,"31–40",0.55630226014182,0,0,NA,0,0.063785617147861,7560
284,"Construction","Light_Truck","Urban",31,38,23,"21–30",0.993031784892082,0,0,NA,0,0.210875264680758,10584
285,"Construction","Delivery_Truck","Urban",21,18,47,"41–50",0.969841737300158,1,27985.1799983616,27985.1799983616,28855.4090033974,0.272898917250205,15288
286,"Logistics","Light_Truck","Suburban",8,12,45,"41–50",0.672820299048908,0,0,NA,0,0.0830798505265592,9450
287,"Construction","Light_Truck","Suburban",3,36,65,"61–70",0.638639352517202,0,0,NA,0,0.0694903479473968,8820
288,"Construction","Cargo_Van","Rural",42,28,64,"61–70",0.610546440817416,0,0,NA,0,0.073338838470988,7840
289,"Construction","Delivery_Truck","Urban",18,4,43,"41–50",0.969319395371713,0,0,NA,0,0.265380264064868,15288
290,"Professional","Cargo_Van","Suburban",25,24,43,"41–50",0.791332391439937,0,0,NA,0,0.0637022575109149,6300
291,"Logistics","Light_Truck","Urban",21,21,51,"51–60",0.627998194540851,0,0,NA,0,0.131747741232725,11340
292,"Construction","Cargo_Van","Urban",31,11,38,"31–40",0.624937710585073,0,0,NA,0,0.147454052812548,11760
293,"Construction","Cargo_Van","Suburban",4,16,55,"51–60",0.956486764363945,0,0,NA,0,0.116882682605274,9800
294,"Healthcare","Box_Truck","Rural",29,12,52,"51–60",0.623078662902117,0,0,NA,0,0.0653970903008804,9240
295,"Professional","Cargo_Van","Suburban",35,21,67,"61–70",0.93925529718399,0,0,NA,0,0.0821848385035992,6300
296,"Professional","Light_Truck","Suburban",27,6,61,"61–70",0.876558319781907,0,0,NA,0,0.0646111137511244,5670
297,"Healthcare","Light_Truck","Urban",29,25,52,"51–60",0.544972341274843,0,0,NA,0,0.0787948259632231,8316
298,"Construction","Cargo_Van","Urban",33,34,46,"41–50",0.623774119769223,0,0,NA,0,0.149612222626648,11760
299,"Construction","Light_Truck","Urban",33,10,67,"61–70",0.551113613764755,0,0,NA,0,0.118966140235329,10584
300,"Professional","Delivery_Truck","Suburban",39,31,58,"51–60",0.948628079146147,0,0,NA,0,0.111359450210966,8190
301,"Professional","Light_Truck","Suburban",43,11,66,"61–70",0.518480956437998,0,0,NA,0,0.0434435193399398,5670
302,"Construction","Delivery_Truck","Suburban",16,26,38,"31–40",0.710861526313238,0,0,NA,0,0.127343733823753,12740
303,"Professional","Cargo_Van","Rural",2,15,44,"41–50",0.612602765671909,0,0,NA,0,0.0276161326764896,5040
304,"Professional","Box_Truck","Urban",15,29,40,"31–40",0.799475181265734,0,0,NA,0,0.123398994228366,11340
305,"Retail","Delivery_Truck","Suburban",33,39,60,"51–60",0.63149126060307,0,0,NA,0,0.100975452570431,9100
306,"Retail","Cargo_Van","Urban",29,35,34,"31–40",0.695607183035463,0,0,NA,0,0.12416588217183,8400
307,"Construction","Light_Truck","Urban",2,38,67,"61–70",0.62566965224687,0,0,NA,0,0.10102062205178,10584
308,"Construction","Light_Truck","Urban",46,27,51,"51–60",0.566249229945242,0,0,NA,0,0.13515236620333,10584
309,"Retail","Cargo_Van","Suburban",28,9,68,"61–70",0.95424409408588,0,0,NA,0,0.112600803102134,7000
310,"Retail","Cargo_Van","Urban",45,13,38,"31–40",0.9311859596055,0,0,NA,0,0.188565156820114,8400
311,"Logistics","Light_Truck","Suburban",16,10,60,"51–60",0.79118258797098,0,0,NA,0,0.105670346449404,9450
312,"Retail","Light_Truck","Urban",22,20,45,"41–50",0.860266387928277,1,16731.4438923996,16731.4438923996,19449.1428785132,0.130072277854756,7560
313,"Professional","Box_Truck","Urban",17,29,24,"21–30",0.935037592658773,0,0,NA,0,0.147072062949298,11340
314,"Construction","Delivery_Truck","Rural",37,27,55,"51–60",0.591177990660071,0,0,NA,0,0.0888191724947598,10192
315,"Logistics","Box_Truck","Rural",18,2,57,"51–60",0.834145816043019,0,0,NA,0,0.12360039043799,12600
316,"Professional","Light_Truck","Urban",30,19,26,"21–30",0.777588400989771,0,0,NA,0,0.08817852467224,6804
317,"Professional","Cargo_Van","Suburban",21,3,27,"21–30",0.782115269103087,0,0,NA,0,0.0607703564093099,6300
318,"Construction","Box_Truck","Urban",26,37,68,"61–70",0.589980968856253,0,0,NA,0,0.186835173217398,17640
319,"Logistics","Cargo_Van","Suburban",34,22,57,"51–60",0.686998798511922,0,0,NA,0,0.11926299142167,10500
320,"Healthcare","Delivery_Truck","Urban",46,33,39,"31–40",0.515193484839983,0,0,NA,0,0.122966380961607,12012
321,"Healthcare","Box_Truck","Urban",26,10,59,"51–60",0.710148514481261,0,0,NA,0,0.155692960314872,13860
322,"Logistics","Light_Truck","Suburban",14,33,37,"31–40",0.874673707643524,0,0,NA,0,0.114617242649607,9450
323,"Construction","Light_Truck","Urban",36,38,56,"51–60",0.792151723406278,0,0,NA,0,0.17516851059683,10584
324,"Professional","Light_Truck","Urban",50,8,66,"61–70",0.854827310889959,0,0,NA,0,0.113093653230742,6804
325,"Construction","Cargo_Van","Urban",34,38,59,"51–60",0.955366746755317,0,0,NA,0,0.231007679365436,11760
326,"Construction","Delivery_Truck","Rural",47,33,24,"21–30",0.691645788610913,0,0,NA,0,0.112095724605959,10192
327,"Healthcare","Delivery_Truck","Suburban",34,10,28,"21–30",0.987964309402741,0,0,NA,0,0.14333386200815,10010
328,"Construction","Box_Truck","Suburban",39,24,25,"21–30",0.848688097205013,0,0,NA,0,0.199254991461793,14700
329,"Logistics","Cargo_Van","Suburban",5,21,29,"21–30",0.855127393384464,0,0,NA,0,0.113731943320134,10500
330,"Healthcare","Light_Truck","Suburban",37,6,34,"31–40",0.804177988437004,0,0,NA,0,0.0827257896705147,6930
331,"Retail","Light_Truck","Urban",33,36,21,"21–30",0.596864441875368,0,0,NA,0,0.0991093405734049,7560
332,"Logistics","Box_Truck","Urban",28,16,37,"31–40",0.846963331568986,1,23383.8004477188,23383.8004477188,27608.9879881821,0.293828518987913,18900
333,"Professional","Cargo_Van","Suburban",39,13,70,"61–70",0.742804379435256,1,1265.38533016428,1265.38533016428,1703.52432645367,0.0670752354630036,6300
334,"Professional","Light_Truck","Urban",10,38,68,"61–70",0.623787368414924,0,0,NA,0,0.0589479063152103,6804
335,"Logistics","Light_Truck","Suburban",30,31,26,"21–30",0.796887929667719,0,0,NA,0,0.120489454965759,9450
336,"Retail","Light_Truck","Urban",24,9,31,"31–40",0.542478678398766,0,0,NA,0,0.08348746860557,7560
337,"Professional","Box_Truck","Rural",18,23,58,"51–60",0.790370358736254,0,0,NA,0,0.0585569591380516,7560
338,"Retail","Cargo_Van","Urban",26,9,36,"31–40",0.620000633527525,0,0,NA,0,0.107880110233789,8400
339,"Retail","Light_Truck","Rural",30,26,45,"41–50",0.500249346718192,0,0,NA,0,0.0378188506118953,5040
340,"Healthcare","Light_Truck","Urban",50,19,41,"41–50",0.992684627068229,0,0,NA,0,0.168855655064306,8316
341,"Logistics","Delivery_Truck","Suburban",16,29,22,"21–30",0.99461774865631,0,0,NA,0,0.191881656070775,13650
342,"Construction","Box_Truck","Urban",41,13,21,"21–30",0.68878160067834,0,0,NA,0,0.246328963850595,17640
343,"Retail","Cargo_Van","Urban",34,27,51,"51–60",0.993477644049563,0,0,NA,0,0.184786841793219,8400
344,"Construction","Delivery_Truck","Suburban",31,25,56,"51–60",0.947825436829589,0,0,NA,0,0.193820823577283,12740
345,"Retail","Box_Truck","Urban",29,18,35,"31–40",0.750443384051323,0,0,NA,0,0.187535801674426,12600
346,"Logistics","Light_Truck","Suburban",10,26,35,"31–40",0.965658430592157,0,0,NA,0,0.121672962254612,9450
347,"Healthcare","Delivery_Truck","Urban",36,10,34,"31–40",0.54559240792878,0,0,NA,0,0.120646849165291,12012
348,"Logistics","Delivery_Truck","Urban",3,7,32,"31–40",0.793624303885736,1,9378.02937533613,9378.02937533613,11816.7114205292,0.201493274513549,16380
349,"Construction","Light_Truck","Rural",32,13,67,"61–70",0.761438321438618,0,0,NA,0,0.0760813942015038,7056
350,"Retail","Light_Truck","Rural",33,15,30,"21–30",0.651594948256388,0,0,NA,0,0.0504920925403875,5040
351,"Construction","Cargo_Van","Urban",2,19,36,"31–40",0.741181643097661,0,0,NA,0,0.13296798677172,11760
352,"Healthcare","Cargo_Van","Urban",29,30,27,"21–30",0.748855578713119,0,0,NA,0,0.120303648720263,9240
353,"Retail","Cargo_Van","Urban",32,30,65,"61–70",0.923076074104756,0,0,NA,0,0.16892292156117,8400
354,"Construction","Cargo_Van","Rural",40,2,26,"21–30",0.85828804934863,0,0,NA,0,0.101535476237943,7840
355,"Retail","Cargo_Van","Rural",2,31,64,"61–70",0.892479288391769,0,0,NA,0,0.0574756661724299,5600
356,"Healthcare","Cargo_Van","Urban",22,29,57,"51–60",0.535623274743557,0,0,NA,0,0.0809862391412258,9240
357,"Professional","Cargo_Van","Rural",46,28,35,"31–40",0.814786826260388,0,0,NA,0,0.0542973941019922,5040
358,"Logistics","Light_Truck","Suburban",41,17,29,"21–30",0.681837243027985,0,0,NA,0,0.112544055334199,9450
359,"Logistics","Cargo_Van","Suburban",29,12,25,"21–30",0.53956228075549,0,0,NA,0,0.0898910759738646,10500
360,"Professional","Box_Truck","Urban",7,23,48,"41–50",0.888225191854872,0,0,NA,0,0.126652030106586,11340
361,"Construction","Cargo_Van","Suburban",48,40,24,"21–30",0.996497705229558,0,0,NA,0,0.178771688318183,9800
362,"Construction","Light_Truck","Urban",49,10,55,"51–60",0.587685644859448,0,0,NA,0,0.143362974635238,10584
363,"Healthcare","Delivery_Truck","Urban",47,5,38,"31–40",0.518886424833909,0,0,NA,0,0.124758457554941,12012
364,"Logistics","Light_Truck","Urban",21,29,53,"51–60",0.844360035844147,0,0,NA,0,0.177138291919744,11340
365,"Logistics","Cargo_Van","Suburban",49,8,63,"61–70",0.717333229491487,0,0,NA,0,0.139593046459043,10500
366,"Professional","Light_Truck","Suburban",12,14,69,"61–70",0.557291813543998,0,0,NA,0,0.0358115719383373,5670
367,"Construction","Light_Truck","Urban",44,9,58,"51–60",0.752821472822689,1,12903.7308650129,12903.7308650129,17140.4925747277,0.177041025763712,10584
368,"Construction","Cargo_Van","Urban",14,18,68,"61–70",0.527721593854949,0,0,NA,0,0.107021939233784,11760
369,"Logistics","Cargo_Van","Urban",21,34,53,"51–60",0.716909564915113,0,0,NA,0,0.167111619581713,12600
370,"Retail","Light_Truck","Suburban",50,6,24,"21–30",0.643164324108511,0,0,NA,0,0.0810387048376724,6300
371,"Logistics","Light_Truck","Urban",40,21,40,"31–40",0.723987560137175,0,0,NA,0,0.177883743525704,11340
372,"Logistics","Light_Truck","Urban",24,8,52,"51–60",0.767387233558111,1,47260.6359381884,47260.6359381884,61586.4245213685,0.165341253342431,11340
373,"Healthcare","Delivery_Truck","Urban",3,36,35,"31–40",0.514397362829186,0,0,NA,0,0.0839573655741656,12012
374,"Retail","Cargo_Van","Urban",5,20,39,"31–40",0.639415298704989,0,0,NA,0,0.091116680065461,8400
375,"Retail","Light_Truck","Urban",10,33,30,"21–30",0.735445018624887,0,0,NA,0,0.0992850775143597,7560
376,"Healthcare","Light_Truck","Suburban",46,11,32,"31–40",0.541606807615608,0,0,NA,0,0.0596634059269354,6930
377,"Professional","Light_Truck","Rural",47,20,41,"41–50",0.934582860558294,0,0,NA,0,0.0564646926863504,4536
378,"Construction","Cargo_Van","Urban",43,28,62,"61–70",0.719520337530412,0,0,NA,0,0.186607599538512,11760
379,"Logistics","Cargo_Van","Urban",23,19,22,"21–30",0.915303590707481,0,0,NA,0,0.217201542074885,12600
380,"Healthcare","Cargo_Van","Urban",23,25,69,"61–70",0.728926918120123,0,0,NA,0,0.111197801359225,9240
381,"Retail","Delivery_Truck","Urban",7,16,69,"61–70",0.556937220622785,0,0,NA,0,0.1053446752808,10920
382,"Professional","Delivery_Truck","Urban",27,19,50,"41–50",0.697594845434651,1,16802.4542046812,16802.4542046812,24086.2648493512,0.111409384790141,9828
383,"Logistics","Cargo_Van","Urban",10,28,28,"21–30",0.945598814752884,1,2022.86856314126,2022.86856314126,2139.24608574081,0.198575751098106,12600
384,"Professional","Box_Truck","Urban",11,12,25,"21–30",0.926197088439949,0,0,NA,0,0.137512481720679,11340
385,"Retail","Box_Truck","Urban",23,5,30,"21–30",0.91630619391799,0,0,NA,0,0.217439459816739,12600
386,"Healthcare","Light_Truck","Suburban",19,23,55,"51–60",0.56519423041027,0,0,NA,0,0.0499009986029228,6930
387,"Construction","Delivery_Truck","Suburban",12,7,63,"61–70",0.835231509874575,0,0,NA,0,0.143977207672179,12740
388,"Logistics","Delivery_Truck","Rural",16,2,69,"61–70",0.801697466638871,0,0,NA,0,0.10826443268478,10920
389,"Construction","Light_Truck","Urban",9,19,22,"21–30",0.553004193818197,0,0,NA,0,0.0960817136549426,10584
390,"Construction","Delivery_Truck","Urban",20,3,34,"31–40",0.606071471469477,0,0,NA,0,0.169003029819264,15288
